c:\users\elfim\server5342\ospanel\modules\database\MariaDB-10.4\bin\mysqld.exe, Version: 10.4.26-MariaDB-log (mariadb.org binary distribution). started with:
TCP Port: 3306, Named Pipe: (null)
Time		    Id Command	Argument
		    37 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    37 Query	SET lc_messages = 'ru_RU'
		    38 Connect	root@localhost as anonymous on 
		    38 Query	SHOW TABLES FROM `phpmyadmin`
		    37 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    38 Query	SHOW TABLES FROM `phpmyadmin`
		    37 Query	SELECT 1 FROM mysql.user LIMIT 1
		    37 Query	SELECT CURRENT_USER()
		    37 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    38 Quit	
		    37 Quit	
230622  1:44:52	    39 Connect	root@localhost as anonymous on 
		    39 Query	SELECT @@version, @@version_comment
		    39 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    39 Query	SET lc_messages = 'ru_RU'
		    40 Connect	root@localhost as anonymous on 
		    40 Query	SHOW TABLES FROM `phpmyadmin`
		    39 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    40 Query	SHOW TABLES FROM `phpmyadmin`
		    39 Query	SELECT 1 FROM mysql.user LIMIT 1
		    39 Init DB	mysql
		    39 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    39 Query	SELECT CURRENT_USER()
		    39 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    40 Quit	
		    39 Quit	
230622  1:44:59	    41 Connect	root@localhost as anonymous on 
		    41 Query	SELECT @@version, @@version_comment
		    41 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    41 Query	SET lc_messages = 'ru_RU'
		    42 Connect	root@localhost as anonymous on 
		    42 Query	SHOW TABLES FROM `phpmyadmin`
		    41 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    42 Query	SHOW TABLES FROM `phpmyadmin`
		    41 Query	SELECT CURRENT_USER()
		    41 Query	SELECT 1 FROM mysql.user LIMIT 1
		    41 Init DB	mysql
		    41 Query	SHOW MASTER STATUS
		    41 Query	SHOW SLAVE STATUS
		    41 Query	SELECT *, CAST(BIN_NAME AS CHAR CHARACTER SET utf8) AS SCHEMA_NAME FROM (SELECT BINARY s.SCHEMA_NAME AS BIN_NAME, s.DEFAULT_COLLATION_NAME FROM `information_schema`.SCHEMATA s  GROUP BY BINARY s.SCHEMA_NAME, s.DEFAULT_COLLATION_NAME ORDER BY BINARY `SCHEMA_NAME` ASC) a
		    41 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`
		    41 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		    41 Query	SELECT `CHARACTER_SET_NAME` AS `Charset`, `DEFAULT_COLLATE_NAME` AS `Default collation`, `DESCRIPTION` AS `Description`, `MAXLEN` AS `Maxlen` FROM `information_schema`.`CHARACTER_SETS`
		    41 Query	SELECT @@collation_server
		    41 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    42 Quit	
		    41 Quit	
230622  1:46:31	    43 Connect	root@localhost as anonymous on 
		    43 Query	SELECT @@version, @@version_comment
		    43 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    43 Query	SET lc_messages = 'ru_RU'
		    44 Connect	root@localhost as anonymous on 
		    44 Query	SHOW TABLES FROM `phpmyadmin`
		    43 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    44 Query	SHOW TABLES FROM `phpmyadmin`
		    43 Query	SELECT @@lower_case_table_names
		    43 Query	SELECT `CHARACTER_SET_NAME` AS `Charset`, `DEFAULT_COLLATE_NAME` AS `Default collation`, `DESCRIPTION` AS `Description`, `MAXLEN` AS `Maxlen` FROM `information_schema`.`CHARACTER_SETS`
		    43 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
		    43 Query	CREATE DATABASE `mydatabase` DEFAULT CHARSET=utf8mb4 COLLATE utf8mb4_unicode_ci
		    43 Query	SELECT 1 FROM mysql.user LIMIT 1
		    43 Query	SELECT CURRENT_USER()
		    43 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    44 Quit	
		    43 Quit	
		    45 Connect	root@localhost as anonymous on 
		    45 Query	SELECT @@version, @@version_comment
		    45 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    45 Query	SET lc_messages = 'ru_RU'
		    46 Connect	root@localhost as anonymous on 
		    46 Query	SHOW TABLES FROM `phpmyadmin`
		    45 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    46 Query	SHOW TABLES FROM `phpmyadmin`
		    45 Query	SELECT CURRENT_USER()
		    45 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		    45 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		    45 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		    45 Query	SELECT 1 FROM mysql.user LIMIT 1
		    45 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    46 Quit	
		    45 Quit	
		    47 Connect	root@localhost as anonymous on 
		    47 Query	SELECT @@version, @@version_comment
		    47 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    47 Query	SET lc_messages = 'ru_RU'
		    48 Connect	root@localhost as anonymous on 
		    48 Query	SHOW TABLES FROM `phpmyadmin`
		    48 Query	SHOW TABLES FROM `mydatabase`
		    47 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    48 Query	SHOW TABLES FROM `phpmyadmin`
		    48 Query	SHOW TABLES FROM `mydatabase`
		    47 Init DB	mydatabase
		    47 Query	SHOW TABLES FROM `mydatabase`
		    47 Query	SELECT @@lower_case_table_names
		    47 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase')  ORDER BY Name ASC LIMIT 250 OFFSET 0
		    47 Query	SHOW TABLE STATUS FROM `mydatabase`
		    47 Query	SHOW MASTER STATUS
		    47 Query	SHOW SLAVE STATUS
		    47 Query	SELECT CURRENT_USER()
		    47 Query	SHOW TABLES FROM `mydatabase`
		    47 Query	SELECT 1 FROM mysql.user LIMIT 1
		    47 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    47 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		    47 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		    48 Quit	
		    47 Quit	
		    49 Connect	root@localhost as anonymous on 
		    49 Query	SELECT @@version, @@version_comment
		    49 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    49 Query	SET lc_messages = 'ru_RU'
		    50 Connect	root@localhost as anonymous on 
		    50 Query	SHOW TABLES FROM `phpmyadmin`
		    49 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    50 Query	SHOW TABLES FROM `phpmyadmin`
		    49 Query	SELECT CURRENT_USER()
		    49 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		    49 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		    49 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` NOT IN('BASE TABLE', 'SYSTEM VERSIONED')
		    49 Query	SELECT @@lower_case_table_names
		    49 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase' AND `ROUTINE_TYPE`='FUNCTION'
		    49 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase'AND `ROUTINE_TYPE`='PROCEDURE'
		    49 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`EVENTS` WHERE `EVENT_SCHEMA` COLLATE utf8_general_ci='mydatabase'
		    49 Query	SELECT 1 FROM mysql.user LIMIT 1
		    49 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    50 Quit	
		    49 Quit	
230622  1:46:33	    51 Connect	root@localhost as anonymous on 
		    51 Query	SELECT @@version, @@version_comment
		    51 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    51 Query	SET lc_messages = 'ru_RU'
		    52 Connect	root@localhost as anonymous on 
		    52 Query	SHOW TABLES FROM `phpmyadmin`
		    52 Query	SHOW TABLES FROM `mydatabase`
		    51 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    52 Query	SHOW TABLES FROM `phpmyadmin`
		    52 Query	SHOW TABLES FROM `mydatabase`
		    51 Init DB	mydatabase
		    51 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    51 Query	SHOW TABLES FROM `mydatabase`
		    51 Query	SELECT 1 FROM mysql.user LIMIT 1
		    51 Query	SELECT CURRENT_USER()
		    51 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    51 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		    51 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		    52 Quit	
		    51 Quit	
230622  1:46:41	    53 Connect	root@localhost as anonymous on 
		    53 Query	SELECT @@version, @@version_comment
		    53 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    53 Query	SET lc_messages = 'ru_RU'
		    54 Connect	root@localhost as anonymous on 
		    54 Query	SHOW TABLES FROM `phpmyadmin`
		    54 Query	SHOW TABLES FROM `mydatabase`
		    53 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    54 Query	SHOW TABLES FROM `phpmyadmin`
		    54 Query	SHOW TABLES FROM `mydatabase`
		    53 Query	SHOW TABLES FROM `mydatabase`
		    53 Query	SHOW TABLES FROM `mydatabase`
		    53 Query	SELECT 1 FROM mysql.user LIMIT 1
		    53 Query	SELECT CURRENT_USER()
		    53 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    53 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		    53 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		    54 Quit	
		    53 Quit	
230622  1:46:42	    55 Connect	root@localhost as anonymous on 
		    55 Query	SELECT @@version, @@version_comment
		    55 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    55 Query	SET lc_messages = 'ru_RU'
		    56 Connect	root@localhost as anonymous on 
		    56 Query	SHOW TABLES FROM `phpmyadmin`
		    55 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    56 Query	SHOW TABLES FROM `phpmyadmin`
		    56 Quit	
		    55 Quit	
230622  1:46:43	    57 Connect	root@localhost as anonymous on 
		    57 Query	SELECT @@version, @@version_comment
		    57 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    57 Query	SET lc_messages = 'ru_RU'
		    58 Connect	root@localhost as anonymous on 
		    58 Query	SHOW TABLES FROM `phpmyadmin`
		    58 Query	SHOW TABLES FROM `mydatabase`
		    57 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    58 Query	SHOW TABLES FROM `phpmyadmin`
		    58 Query	SHOW TABLES FROM `mydatabase`
		    57 Query	SELECT CURRENT_USER()
		    57 Init DB	mydatabase
		    57 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    57 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    57 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    57 Query	SELECT 1 FROM mysql.user LIMIT 1
		    57 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    57 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    57 Query	SELECT DATABASE()
		    57 Init DB	mydatabase
		    57 Query	CREATE TABLE users (
  id INT PRIMARY KEY AUTO_INCREMENT,
  name VARCHAR(255),
  email VARCHAR(255)
)
		    57 Query	SHOW WARNINGS
		    57 Query	SHOW SESSION VARIABLES LIKE 'FOREIGN_KEY_CHECKS'
		    57 Query	SHOW TABLES FROM `mydatabase`
		    57 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    57 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='EVENT'
		    57 Query	SELECT `PRIVILEGE_TYPE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES` WHERE GRANTEE='''root''@''%''' AND PRIVILEGE_TYPE='TRIGGER'
		    58 Quit	
		    57 Quit	
		    59 Connect	root@localhost as anonymous on 
		    59 Query	SELECT @@version, @@version_comment
		    59 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    59 Query	SET lc_messages = 'ru_RU'
		    60 Connect	root@localhost as anonymous on 
		    60 Query	SHOW TABLES FROM `phpmyadmin`
		    59 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    60 Query	SHOW TABLES FROM `phpmyadmin`
		    59 Query	SELECT CURRENT_USER()
		    59 Query	SELECT `SCHEMA_NAME` FROM `INFORMATION_SCHEMA`.`SCHEMATA`, (SELECT DB_first_level FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t ORDER BY DB_first_level ASC LIMIT 0, 100) t2 WHERE TRUE AND 1 = LOCATE(CONCAT(DB_first_level, '_'), CONCAT(SCHEMA_NAME, '_')) ORDER BY SCHEMA_NAME ASC
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` NOT IN('BASE TABLE', 'SYSTEM VERSIONED')
		    59 Query	SELECT @@lower_case_table_names
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase' AND `ROUTINE_TYPE`='FUNCTION'
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`ROUTINES` WHERE `ROUTINE_SCHEMA` COLLATE utf8_general_ci='mydatabase'AND `ROUTINE_TYPE`='PROCEDURE'
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`EVENTS` WHERE `EVENT_SCHEMA` COLLATE utf8_general_ci='mydatabase'
		    59 Query	SELECT `TABLE_NAME` AS `name` FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED') ORDER BY `TABLE_NAME` ASC LIMIT 0, 50
		    59 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		    59 Query	SELECT COUNT(*) FROM ( SELECT DISTINCT SUBSTRING_INDEX(SCHEMA_NAME, '_', 1) DB_first_level FROM INFORMATION_SCHEMA.SCHEMATA WHERE TRUE ) t
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		    59 Query	SELECT COUNT(*) FROM `INFORMATION_SCHEMA`.`TABLES` WHERE `TABLE_SCHEMA`='mydatabase' AND `TABLE_TYPE` IN('BASE TABLE', 'SYSTEM VERSIONED')
		    59 Query	SELECT 1 FROM mysql.user LIMIT 1
		    59 Query	SELECT 1 FROM (SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`COLUMN_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`TABLE_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`SCHEMA_PRIVILEGES` UNION SELECT `GRANTEE`, `IS_GRANTABLE` FROM `INFORMATION_SCHEMA`.`USER_PRIVILEGES`) t WHERE `IS_GRANTABLE` = 'YES' AND '''root''@''%''' LIKE `GRANTEE` LIMIT 1
		    60 Quit	
		    59 Quit	
230622  1:46:45	    61 Connect	root@localhost as anonymous on 
		    61 Query	SELECT @@version, @@version_comment
		    61 Query	SET NAMES 'utf8mb4' COLLATE 'utf8mb4_general_ci'
		    61 Query	SET lc_messages = 'ru_RU'
		    62 Connect	root@localhost as anonymous on 
		    62 Query	SHOW TABLES FROM `phpmyadmin`
		    62 Query	SHOW TABLES FROM `mydatabase`
		    61 Query	SET collation_connection = 'utf8mb4_unicode_ci'
		    62 Query	SHOW TABLES FROM `phpmyadmin`
		    62 Query	SHOW TABLES FROM `mydatabase`
		    61 Init DB	mydatabase
		    61 Query	SHOW TABLES FROM `mydatabase`
		    61 Query	SELECT @@lower_case_table_names
		    61 Query	SELECT *, `TABLE_SCHEMA`       AS `Db`, `TABLE_NAME`         AS `Name`, `TABLE_TYPE`         AS `TABLE_TYPE`, `ENGINE`             AS `Engine`, `ENGINE`             AS `Type`, `VERSION`            AS `Version`, `ROW_FORMAT`         AS `Row_format`, `TABLE_ROWS`         AS `Rows`, `AVG_ROW_LENGTH`     AS `Avg_row_length`, `DATA_LENGTH`        AS `Data_length`, `MAX_DATA_LENGTH`    AS `Max_data_length`, `INDEX_LENGTH`       AS `Index_length`, `DATA_FREE`          AS `Data_free`, `AUTO_INCREMENT`     AS `Auto_increment`, `CREATE_TIME`        AS `Create_time`, `UPDATE_TIME`        AS `Update_time`, `CHECK_TIME`         AS `Check_time`, `TABLE_COLLATION`    AS `Collation`, `CHECKSUM`           AS `Checksum`, `CREATE_OPTIONS`     AS `Create_options`, `TABLE_COMMENT`      AS `Comment` FROM `information_schema`.`TABLES` t WHERE `TABLE_SCHEMA` COLLATE utf8_general_ci IN ('mydatabase')  ORDER BY Name ASC LIMIT 250 OFFSET 0
		    61 Query	SHOW MASTER STATUS
		    61 Query	SHOW SLAVE STATUS
		    61 Query	SELECT COUNT(*) FROM `mydatabase`.`users`
		    61 Query	SELECT `COLLATION_NAME` AS `Collation`, `CHARACTER_SET_NAME` AS `Charset`, `ID` AS `Id`, `IS_DEFAULT` AS `Default`, `IS_COMPILED` AS `Compiled`, `SORTLEN` AS `Sortlen` FROM `information_schema`.`COLLATIONS`
